,x,y
0,0.8375,0.7458333333333333
1,0.8194444444444444,0.46875
2,0.7944444444444444,0.48541666666666666
3,0.7777777777777778,0.50625
4,0.7541666666666667,0.5166666666666667
5,0.7472222222222222,0.5229166666666667
6,0.7555555555555555,0.5104166666666666
7,0.7555555555555555,0.5104166666666666
8,0.7555555555555555,0.5104166666666666
9,0.7555555555555555,0.5104166666666666
10,0.7555555555555555,0.5104166666666666
11,0.7527777777777778,0.5020833333333333
12,0.7513888888888889,0.5020833333333333
13,0.75,0.5
14,0.75,0.5
15,0.7472222222222222,0.4979166666666667
16,0.7430555555555556,0.49583333333333335
17,0.7388888888888889,0.4979166666666667
18,0.7388888888888889,0.4979166666666667
19,0.7375,0.4979166666666667
20,0.7361111111111112,0.4979166666666667
21,0.7347222222222223,0.5020833333333333
22,0.7333333333333333,0.5041666666666667
23,0.7319444444444444,0.5104166666666666
24,0.7319444444444444,0.5104166666666666
25,0.7319444444444444,0.5104166666666666
26,0.7277777777777777,0.5104166666666666
27,0.7263888888888889,0.5125
28,0.725,0.5145833333333333
29,0.7208333333333333,0.5145833333333333
30,0.7166666666666667,0.5145833333333333
31,0.7138888888888889,0.5145833333333333
32,0.7111111111111111,0.5145833333333333
33,0.7083333333333334,0.5145833333333333
34,0.7055555555555556,0.5145833333333333
35,0.7,0.5145833333333333
36,0.6944444444444444,0.5166666666666667
37,0.6902777777777778,0.51875
38,0.6902777777777778,0.51875
39,0.6902777777777778,0.51875
40,0.6888888888888889,0.51875
41,0.6875,0.5208333333333334
42,0.6861111111111111,0.5208333333333334
43,0.6819444444444445,0.5208333333333334
44,0.6819444444444445,0.5229166666666667
45,0.6819444444444445,0.5229166666666667
46,0.6902777777777778,0.5145833333333333
47,0.6916666666666667,0.5125
48,0.6916666666666667,0.5125
49,0.6888888888888889,0.5125
50,0.6916666666666667,0.5145833333333333
51,0.6930555555555555,0.5145833333333333
52,0.6930555555555555,0.5145833333333333
53,0.6958333333333333,0.5166666666666667
54,0.6972222222222222,0.5166666666666667
55,0.6958333333333333,0.5166666666666667
56,0.6958333333333333,0.5166666666666667
57,0.6930555555555555,0.5166666666666667
58,0.6861111111111111,0.5166666666666667
59,0.6819444444444445,0.5125
60,0.6777777777777778,0.5104166666666666
61,0.6666666666666666,0.5104166666666666
62,0.6666666666666666,0.5104166666666666
63,0.6666666666666666,0.5104166666666666
64,0.6666666666666666,0.5104166666666666
65,0.6652777777777777,0.5104166666666666
66,0.6625,0.5145833333333333
67,0.6583333333333333,0.5208333333333334
68,0.6555555555555556,0.525
69,0.6527777777777778,0.5270833333333333
70,0.6513888888888889,0.5291666666666667
71,0.65,0.5291666666666667
72,0.65,0.5291666666666667
73,0.65,0.5291666666666667
74,0.65,0.5291666666666667
75,0.6486111111111111,0.53125
76,0.6486111111111111,0.53125
77,0.6486111111111111,0.53125
78,0.6486111111111111,0.53125
79,0.6513888888888889,0.5333333333333333
80,0.6513888888888889,0.5333333333333333
81,0.6513888888888889,0.5333333333333333
82,0.6513888888888889,0.5333333333333333
83,0.6513888888888889,0.5354166666666667
84,0.6513888888888889,0.5354166666666667
85,0.6513888888888889,0.5354166666666667
86,0.6513888888888889,0.5354166666666667
87,0.6513888888888889,0.5354166666666667
88,0.6513888888888889,0.5354166666666667
89,0.6513888888888889,0.5354166666666667
90,0.6513888888888889,0.5354166666666667
91,0.6513888888888889,0.5354166666666667
92,0.6513888888888889,0.5354166666666667
93,0.6513888888888889,0.5354166666666667
94,0.6513888888888889,0.5354166666666667
95,0.6513888888888889,0.5354166666666667
96,0.6513888888888889,0.5354166666666667
97,0.6513888888888889,0.5354166666666667
98,0.6513888888888889,0.5354166666666667
99,0.6513888888888889,0.5354166666666667
100,0.6513888888888889,0.5354166666666667
101,0.6513888888888889,0.5354166666666667
102,0.6513888888888889,0.5354166666666667
103,0.6513888888888889,0.5354166666666667
104,0.6527777777777778,0.5354166666666667
105,0.6541666666666667,0.5354166666666667
106,0.6555555555555556,0.5354166666666667
107,0.6569444444444444,0.5354166666666667
108,0.6583333333333333,0.5333333333333333
109,0.6597222222222222,0.5333333333333333
110,0.6597222222222222,0.53125
111,0.6597222222222222,0.53125
112,0.6597222222222222,0.53125
113,0.6597222222222222,0.53125
114,0.6597222222222222,0.53125
115,0.6597222222222222,0.53125
116,0.6583333333333333,0.53125
117,0.6569444444444444,0.53125
118,0.6569444444444444,0.53125
119,0.6569444444444444,0.53125
120,0.6569444444444444,0.53125
121,0.6569444444444444,0.53125
122,0.6555555555555556,0.53125
123,0.6541666666666667,0.53125
124,0.6541666666666667,0.53125
125,0.6541666666666667,0.53125
126,0.6541666666666667,0.53125
127,0.6541666666666667,0.53125
128,0.6541666666666667,0.53125
129,0.6541666666666667,0.5291666666666667
130,0.6555555555555556,0.5291666666666667
131,0.6569444444444444,0.5270833333333333
132,0.6569444444444444,0.5270833333333333
133,0.6583333333333333,0.5270833333333333
134,0.6583333333333333,0.525
135,0.6583333333333333,0.525
136,0.6583333333333333,0.525
137,0.6583333333333333,0.525
138,0.6583333333333333,0.525
139,0.6597222222222222,0.525
140,0.6597222222222222,0.5229166666666667
141,0.6611111111111111,0.5208333333333334
142,0.6625,0.5208333333333334
143,0.6638888888888889,0.5208333333333334
144,0.6666666666666666,0.5208333333333334
145,0.6680555555555555,0.5208333333333334
146,0.6694444444444444,0.5208333333333334
147,0.6722222222222223,0.5208333333333334
148,0.6736111111111112,0.5208333333333334
149,0.675,0.5208333333333334
150,0.675,0.5208333333333334
151,0.675,0.51875
152,0.675,0.51875
153,0.6791666666666667,0.51875
154,0.6791666666666667,0.51875
155,0.6819444444444445,0.51875
156,0.6861111111111111,0.51875
157,0.6875,0.51875
158,0.6875,0.51875
159,0.6888888888888889,0.51875
160,0.6888888888888889,0.51875
161,0.6902777777777778,0.51875
162,0.6902777777777778,0.51875
163,0.6916666666666667,0.51875
164,0.6916666666666667,0.51875
165,0.6916666666666667,0.51875
166,0.6916666666666667,0.51875
167,0.6930555555555555,0.51875
168,0.6930555555555555,0.51875
169,0.6944444444444444,0.51875
170,0.6944444444444444,0.51875
171,0.6944444444444444,0.51875
172,0.6944444444444444,0.51875
173,0.6958333333333333,0.51875
174,0.6958333333333333,0.51875
175,0.6972222222222222,0.51875
176,0.6986111111111111,0.51875
177,0.6986111111111111,0.51875
178,0.6986111111111111,0.51875
179,0.6986111111111111,0.51875
180,0.7,0.51875
181,0.7,0.51875
182,0.7013888888888888,0.51875
183,0.7013888888888888,0.5208333333333334
184,0.7027777777777777,0.5208333333333334
185,0.7041666666666667,0.5208333333333334
186,0.7041666666666667,0.5208333333333334
187,0.7041666666666667,0.5208333333333334
188,0.7041666666666667,0.5208333333333334
189,0.7041666666666667,0.5208333333333334
190,0.7041666666666667,0.5208333333333334
191,0.7041666666666667,0.5229166666666667
192,0.7041666666666667,0.5229166666666667
193,0.7041666666666667,0.5229166666666667
194,0.7041666666666667,0.525
195,0.7041666666666667,0.525
196,0.7041666666666667,0.525
197,0.7041666666666667,0.525
198,0.7041666666666667,0.525
